Verse Number,Verse Text,
22,"Diba adi kufikabu kudi Yezu ne muntu, muikale mpofu kabidi kamama, bualu uvua ne mukishi mubi munda. Yezu kujikija masama ende. Nanku muntu awu kutuadija kuakula, ne kumona kabidi.",
23,"Bantu bonsu bavua bakatshila bivua Yezu wenza, bebejangana ne: Muntu awu udi mua kuikala Muana wa Davide anyi?",
24,"Kadi Baparushe bumvue muvua bantu aba bamba, kuambabu ne: Muntu ewu udi wipata mikishi mibi, amu bualu mmupete bukole kudi Belzebule, mfumu wa mikishi mibi!",
25,"Kadi Yezu uvua mujingulule lungenyi luabu. Nanku kubambilaye ne: Bukalenga buonsu budi benabu baluishangana nkayabu, nebunyanguke lukasa. Tshimenga tshionsu tshidi benatshi baluishangana, nansha diku dionsu didi benadi benza nanku, tshimenga atshi, nansha diku adi, kabiakutungunuka nansha.",
26,"Pikala diabolu wipata badi bende, udi udiluisha nkayende. Nanku bukalenga buende nebutungunuke bishi?",
27,"Nudi nungamba ne: udi wipata mikishi mibi, bualu Belzebule mmumupeshe bukole. Kadi bena dienu, udi ubapa bukole bua kuyipata nnganyi? Bena dienu mene badi baleja ne: nuenu nudi bapile!",
28,"Bulelela, ndi ngipata mikishi mibi ku bukole bua Mueyelu wa Mvidi Mukulu. Ke bidi bileja ne: Bukalenga bua Mvidi Mukulu bukadi bufike kunudi.",
29,"Muntu kena mua kubuela mu nzubu wa muena makanda, kuangata bintu biende, kayi muanji kusuika muena makanda awu mionji. Yeye mumane kumusuika, udi mua kuangata bintu bionsu bidi mu nzubu awu.",
30,"Udi kayi nanyi, mmumbenge. Udi kayi ungambuluisha bua kusangisha, udi umuangalaja.",
31,"Ke pandi nnuambila ne: badi mua kujimijila bantu mibi yabu yonsu, nansha bipendu bidibu bapendangana. Kadi udi upenda Mueyelu wa Tshijila, kabena mua kujimija mibi yende to.",
32,"Muntu udi upenda Muana wa muntu, nebajimije mibi yende. Kadi udi wamba Mueyelu wa Tshijila bibi, kabena mua kujimija mibi yende, nansha panu, nansha matuku atshidi kumpala.",
33,"— Wewe musue kupeta bimuma bimpe, wikale ne mutshi muimpe. Wewe ne mutshi mubi, neupete bimuma bibi. Bualu badi bamanyina mutshi ku bimuma biawu.",
34,"Nuenu ndelanganyi ya nyoka, nuenu bantu babi, mmunyi munudi mua kuamba bualu buimpe? Bualu mukana mudi muamba malu adi muwule mu muoyi tente.",
35,"Muntu muimpe udi wenza malu mimpe, bualu munda muende mudi muimpe. Muntu mubi udi wenza malu mabi, bualu munda muende mudi mubi.",
36,"Ndi nnujadikila ne: dituku didi Mvidi Mukulu ukosa nsambu, nebalumbuluishe bantu bua miaku yabu yonsu idi kayiyi ilengelela.",
37,"Bualu nebakupishe, nansha nebakubingishe, amu bilondeshile miaku yebe.",
38,"Diba adi bamue balongeshi ba mikenji ne bamue Baparushe kuamba Yezu ne: Mulongeshi, tudi basue ne: wenze tshishima, tutshimone.",
39,"Yezu kubandamuna ne: Bena lelu mbantu babi, badi batombokela Mvidi Mukulu! Kadi badi amu balomba tshishima! Kadi kabena babenzela tshishima nansha. Nebabaleje amu tshishima tshia muambi Yona.",
40,"Bualu, bu muvua Yona mushale munda mua mushipa munene munya ne butuku matuku asatu, ke muashala Muana wa muntu munda mua buloba munya ne butuku matuku asatu. ",
41,"Dituku didi Mvidi Mukulu ukosa nsambu, bena Ninive nebabike bua kufunda bena lelu ku tshilumbu. Bualu bena Ninive bavua badilengeja pavuabu bumvua dilongesha dia Yona.  Kadi apa padi muntu udi mupite Yona.",
42,"Dituku didi Mvidi Mukulu ukosa nsambu, mukalenga mukaji wa mu ditunga didi kuinshi, neabike bua kufunda bena lelu ku tshilumbu. Bualu yeye uvua mumuke ku ndekelu kua buloba, bua kuvua kuteleja miaku ya Shelomu ya meji.",
43,"— Padi mukishi mubi upatuka munda mua muntu, udi utua eku ne eku mu tshipela, ukeba muaba wa kuikisha. Padiwu kawuyi upeta muaba awu,",
44,"udi wamba ne: “Ndi mpingana mu nzubu muanyi mumvua mupatuke.” Udi ubuelamu, usangana mu nzubu mutupu, mukomba, mulengeja bimpe.",
45,"Nanku udi uya kuangata mikishi mikuabu muanda mutekete mimupite ku bubi. Udi upingana nayi pamue, bua kusomba mu nzubu amu. Nanku muntu ewu mpindiewu udi mubi, mupite muvuaye kumpala. Ke muenzekela bantu babi ba mu tshikondu etshi.",
46,"Yezu utshivua wakula ne bantu, ke mamuende ne bana babu ba balume kufika. Bavua bimanyine pambelu, balomba mua kuyukila nende.",
47,"Muntu mukuabu kuambila Yezu ne: Mamuebe ne bana benu ba balume badi bimanyine pambelu, bajinga mua kuyukila nebe.",
48,Yezu kuandamuna muntu awu ne: Mamu wanyi nnganyi? Bana betu ba balume mbanganyi?,
49,"Pashishe Yezu kuleja balongi bende ne tshianza, wamba ne:  Tangilayi, ke mamu wanyi ne bana betu ba balume.",
50,"Bualu yonsu udi wenza tshidi Tatu wanyi udi mu diulu musue, ke muanetu wa balume, ne wa bakaji, ne mamu kabidi.",
1,"Dituku adi Yezu kupatuka mu nzubu,",
2,"Bu muvua bantu bavule bamunguila, kubandaye mu buatu, kusomba. Bantu bonsu kuimana ku muelelu wa mayi.",
3,"Yezu uvua ubalondela malu mavule mu nsumuinu, ubambila ne: Muntu kampande uvua uya kumiamina ntete.",
4,"Pavuaye umiamina ntete mu budimi buende, imue kumata ku muelelu wa njila: nyunyi kuvua kuyizokola.",
5,"Minga kumata mu buloba bua mabue, muvua kamuyi buloba buvule. Ntete kumena lukasa, bualu buloba kabuvua buondoke.",
6,"Kadi munda munya, diba kuosha buloba. Mitshi kuuma, bualu kayi vua ne miji mile.",
7,"Minga ntete kumata mu mitshi ya meba. Mitshi ya meba ayi kubanda, kukulakaja mitshi mimpe.",
8,"Kadi minga ntete kumata mu buloba buimpe, kukuama miepu, eyi ne ntete lukama, mikuabu ne ntete makumi asambombu, minga eyi ne ntete makumi asatu.",
9,Ke Yezu kuamba kabidi ne: Muena matshi a kumvua wasangana kumvua anyiee? Umvuee!,
10,"Balongi kusemena kudi Yezu, bamukonka ne: Muudi wambila bantu malu mu nsumuinu mmunyi?",
11,"Ke Yezu kubandamuna ne: Mbanyishe bua nuenu numanye malu masokome a Bukalenga bua mu diulu, kadi ki mbanyishe bua bantu bakuabu baamanye nansha!",
12,"Bualu muntu udi ne tshintu, neapete tshikuabu. Nanku neikale nabi bivule. Kadi udi kayi natshi, nebamunyenge tshikese tshidiye natshi.",
13,"Ke pandi mbambila malu mu nsumuinu. Bualu badi batangila, kabayi bamona. Badi bateleja, kabayi bumvua. Nanku kabena bajingulula malu.",
14,Ke mudi miaku ya muambi Yeshaya ibakumbanyina ne:,
15,"Bualu bena tshisamba etshi mbapapishe muoyi wabu, mbadijike matshi, mbabuikile mesu. Bu bobu kabayi benza nanku, mesu abu avua mua kumona, matshi abu avua mua kumvua, lungenyi luabu luvua mua kujingulula malu. Nanku bavua mua kupingana kundi, Meme kujikija masama abu.”",
16,"Kadi nuenu nudi bena diakalenga, bualu mesu enu adi amona, matshi enu adi umvua!",
17,"Ndi nnujadikila bulelela ne: bambi ne bantu ba Mvidi Mukulu ba bungi bavua bajinga kumona binudi numona ebi, kadi kabavua babimona to. Bavua bajinga kumvua binudi numvua ebi, kadi kabavua babiumvua to.",
18,"— Kadi nuenu telejayi, nnumvuije tshidi lusumuinu lua mumiaminyi wa ntete luamba.",
19,"Padi bantu bumvua bakuabu balongesha malu a mu Bukalenga bua mu diulu, kabayi bajingulula muyayabu, Muena bubi udi ufika, umusha bivuabu bamiamine mu muoyi wabu. Ke ntete idi ipona ku muelelu wa njila.",
20,"Ntete idi ipona mu buloba bua mabue, ke badi bumvua muaku wa Mvidi Mukulu, bawanyisha diakamue ne disanka.",
21,"Kadi muaku awu kawena wasa miji munda muabu. Badi bawakidila amu tshitupa tshikese. Padi dikenga dibakuata, nansha bantu babakengesha bua muaku wa Mvidi Mukulu awu, badi bateketelamu diakamue.",
22,"Ntete idi ipona mu mitshi ya meba, ke badi bumvua muaku wa Mvidi Mukulu. Kadi disumpakana dia malu a bukua panu, ne mutshima wa biuma bia panu, bidi bikutakaja muaku, biupangisha mua kukuama bimuma.",
23,"Ntete idi ipona mu buloba buimpe, ke badi bumvua muaku wa Mvidi Mukulu, bajingulula mudiwu. Badi bakuama bimuma, aba lukama, bakuabu makumi asambombu, banga makumi asatu.",
24,Yezu kubelela lusumuinu lukuabu ne:  Bukalenga bua mu diulu mbufuanangane ne muntu uvua mumiamine ntete mimpe mu budimu buende.,
25,"Butuku, pavua bantu balala tulu, muena lukuna wende kuvua kumiamina lupeta mu ntete yende ayi. Pashishe kuyaye.",
26,"Kadi ntete mimane kutoloka, miepu imueneka, ke lupeta alu kumueneka palu.",
27,"Bena mudimu ba muena budimi kuya kudiye, bamuebeja ne: “Mfumu, se uvua mumiamine ntete mimpe mu budimi buebe. Kadi lupeta elu ndufume penyi?”",
28,Ke yeye kubandamuna ne: “Muena lukuna ke udi muenze awu.” Bena mudimu kumuebeja kabidi ne: “Udi musue tuye kulutula anyi?”,
29,"Yeye kubenga ne: “To, bualu pa kulutula, nudi mua kujomuenaku ne ntete mimpe.",
30,"Lekelayi, bionsu bikolele pamue too ne ku tshikondu tshia dinowa. Diba adi nengambile badi banowa ne: ‘Julayi bangabanga lupeta. Lusuikayi mu bisumbu bua kuluosha. Pashishe nuteke ntete mimpe mu diyeba dianyi.’ ”",
31,"Yezu kubelela lusumuinu lukuabu ne:  Bukalenga bua mu diulu mbufuanangane ne lutete lua mutshi wa lusanga, luvua muntu muele mu budimi buende",
32,"Lutete alu ndukese ku ntete yonsu. Kadi padilu lumena, ludi lukola, ludiunda, lupita mitshi yonsu. Nanku ludi luenza mutshi udi nyunyi ya kulu yibakila masua mu matamba awu.",
33,"Yezu kubelela lusumuinu lukuabu ne: Bukalenga bua mu diulu mbufuanangane ne buanga bua mampa budi mukaji wangata, usangisha mu bukula kilo makumi abidi ne itanu, bua ditapi dionsu kutuntumukadi",
34,"Yezu uvua ulongesha bantu malu onsu aa mu nsumuinu. Kavua ubambila bualu, kabuyi mu lusumuinu.",
35,Uvua wenza nanku bua kukumbaja miaku ivua Mvidi Mukulu mumanyishe muambi ne:,
36,"Nenku Yezu kumuka pavua bantu, kuya mu nzubu. Balongi bende kusemena kuvuaye, kumulomba ne: Utumvuije lusumuinu lua lupela ludi mu budimi abu.",
37,"Yezu kubandamuna, wamba ne: Muntu udi umiamina ntete mimpe, ke Muana wa muntu.",
38,Budimi ke bantu. Ntete mimpe mbantu badi banyisha Bukalenga. Lupela mbantu badi bitaba Muena bubi.,
39,"Muena lukuna udi umiamina lupela, ke diabolu. Dituku dia kunowa, ke dituku dia nshikidilu. Bena mudimu badi banowa, ke batumibue ba Mvidi Mukulu.",
40,"Bu mudibu bajula lupela bua kubiela mu kapia, ke muenzekabi dituku dia nshikidilu.",
41,"Muana wa muntu neatume batumibue bende, bua bumushe mu Bukalenga buende bantu bonsu badi babipisha bakuabu, ne benji bonsu ba malu mabi.",
42,Nebabele mu tshikutu tshia kapia. Nebadidilemu; nebatutakajilemu menu.,
43,"Kadi bonsu badi bitaba Mvidi Mukulu, nebakenke bu diba mu Bukalenga bua Tatuabu. Badi ne matshi a kumvua nawu, basangana kumvua anyiee? Bumvuee!",
44,"— Bukalenga bua mu diulu mbufuanangane ne biuma bisokoka mu budimi. Muntu kuvua kubisangana mu budimi amu, kubisokoka pende. Kupetaye disanka dipite. Ke padiye uya kupana bionsu bidiye nabi, bua kusumba budimi abu.",
45,— Bukalenga bua mu diulu mbufuanangane ne ngendamushinga udi ukeba mabue malenga a busanga.,
46,"Padiye upeta dikuabu dimpe dia mushinga mukole, udi uya kupana bionsu bidiye nabi, bua asumbe dibue adi.",
47,— Bukalenga bua mu diulu mbufuanangane ne bukondu buvuabu bela mu dijiba dia mayi. Kukuatabu mishipa ya mishindu yonsu.,
48,"Bukondu bumane kuwula ne mishipa, balobi kubukoka ku mukuna. Kusombabu bua kusunguluja mishipa ayi: bavua bateka mimpe mu bisaka, bimansha ivua mibi.",
49,"Ke muenzekabi dituku dia nshikidilu nanku. Batumibue ba Mvidi Mukulu nebavue kutapulula babi eku, bempe kuaka.",
50,"Nebele babi mu tshikutu tshia kapia. Mu tshikutu amu nebadile, nebatutakaje menu.",
51,"Yezu kubakonka ne: Nudi bumvue bionsu ebi anyi? Bobu kuandamuna ne: Eyowa, tudi bumvue.",
52,"Nanku Yezu kubambila kabidi ne: Ke mudi mulongeshi yonsu wa mikenji, padiye udienza mulongi wa malu a mu Bukalenga bua mu diulu, ufuanangana ne muena lupangu udi upatula bintu bipiabipia, ne bintu bia kale, mu tshibutshilu tshiende.",
53,"Yezu ujikija diakula mu nsumuinu, ku mukaye muaba awu,",
54,"kuyaye mu tshimenga tshiyuabu bamukoleshe. Uvua ulongesha mu nzubu wa kutendelela. Bantu bonsu bavua bamuteleja, bavua bakema, bebejangana ne: Meji a nanku mmuapete kuepi? Munyi mudiye mua kuenza bishima bia mushindu ewu?",
55,"Yeye ewu ki mmuana wa muena mabaya anyi? Mamuende ki Mariya anyi? Yakobe, Yozefe, Simone ne Yuda ki mbana babu anyi?",
56,"Bana babu ba bakaji, katuena nabu patudi apa anyi? Kadi mmupete bukole ebu kudi nganyi?",
57,"Ebi bionsu kubapangisha mua kumuitababu. Ke Yezu kubambila ne: Muambi wa Mvidi Mukulu, badi bamunemeka miaba yonsu, pa kumusha mu tshimenga tshiabu, ne mu nzubu ya bana babu.",
58,"Yezu kuenzamu amu bishima bikese, bualu kabatua ne ditaba to.",
1,"Tshikondu atshi, Erode, mulombodi wa buloba bua Ngalileya, uvua mumvue bantu bayukila bua Yezu.",
2,Kuambilaye bantu bende ne: Muntu awu ke Yowanane-Batiste: udi mubike ku bafue! Ke padiye mua kuenza bishima.,
3,"Bualu Erode ke utua mutume diyi kale, bua bakuate Yowanane, bamusuike mionji, bamuele mu nzubu wa lukanu. Uvua muenze nanku anu bualu bua Erodiyade, mukaji wa Filipe wabu.",
4,Bualu Yowanane uvua mubele Erode ne: Kuena mua kuangata Erodiyade bu mukajebe nansha!,
5,"Erode uvua musue kushipesha Yowanane. Kadi uvua utshina bena Yuda, bualu bena Yuda bonsu batua banemeka Yowanane bu muambi wa Mvidi Mukulu.",
6,"Kadi dituku dia mufikilu wa diledibua dia Erode, muana wa bakaji wa Erodiyade uvua uja maja, bantu bonsu batua Erode mubikile batangile. Nsongakaji awu uvua mupite kusankisha Erode.",
7,Ke Erode kuditshipa bua kupesha nsongakaji awu tshionsu tshialombaye.,
8,Mamuende wa muana kumupa meji. Ke muana kuambila Erode ne:  Umpeshe mutu wa Yowanane-Batiste mu dilonga amu mpindiewu!,
9,"Mukalenga Erode kubungama bikole. Kadi bumuvuaye muditshipe, bantu bavuaye mubikile bumvue, kutumaye diyi, bua bapeshe nsongakaji mutu wa Yowanane.",
10,"Kutumaye muntu mu nzubu wa lukanu, bua akosemu mutu wa Yowanane-Batiste.",
11,"Kuambulabu mutu mu dilonga, kuutuadilabu nsongakaji. Yeye pende kuufila kudi mamuende.",
12,"Balongi ba Yowanane kufika, kuangata tshitalu tshiende, kutshijika. Pashishe kuyabu kumanyisha Yezu malu onsu avua menzeke.",
13,"Pavua Yezu mumvue bualu ebu, kumukaye kaba aka mu buatu. Kuyaye kupengama pa nkayende. Kadi bantu bavule kumanya ne: Yezu mmumuke. Nanku kumukabu mu bimenga, bayila ku muelelu wa mayi, benda balonda Yezu.",
14,"Yezu upatuka mu buatu, kumonaye bantu ba bungi. Luse kumukuatalu. Kutuadijaye kujikija masama abu.",
15,Dilolu balongi kuya kuambila Yezu ne: Bukadi buila. Muaba ewu nku mpenga. Tangalaja bantu. Baye kusumba biakudia mu misoku.,
16,Yezu kubandamuna ne: Kabena mua kutangalaka to. Nuenu mene bapeshayi biakudia!,
17,"Balongi kumuambila ne: Kadi muaba ewu, tudi amu ne mampa atanu, ne minyinyi ibidi ya mu mayi.",
18,Yezu kubambila ne: Bintuadilayi apa.,
19,"Pashishe kutumaye diyi, bua bantu basombe panshi mu bisosa. Ke kuangataye mampa atanu, ne minyinyi ibidi ya mu mayi. Kutangilaye mulu, wela Mvidi Mukulu tuasakidila. Kukosaye mampa, kuapeshaye balongi, bua baabanyine bantu.",
20,"Muntu yonsu uvua mudie muukute. Balongi kukunguja bisunsukile bivua bishale, bibondu dikumi ne bibidi tente. ",
21,"Bavua badia bavua bantu bu binunu bitanu, katuyi tubala bakaji ne bana.",
22,"Diakamue Yezu kuambila balongi, bua babande mu buatu, bamudianjidile dishiya dia dijiba. Bualu utshivua ulayangana ne bantu.",
23,"Yezu mumane kulayangana nabu, kubandaye nkayende pa mukuna bua kutendelela. Butuku, kushalaye muaba awu nkayende.",
24,"Buatu bukavua bushilangane ne muelelu wa mayi mutantshi. Mavuala avua abutankula, bualu lupepele luvua lubuluisha.",
25,"Patshiatshia, Yezu kuya kudi balongi bende, wenda pa mayi.",
26,"Balongi bamumona wenda pa mayi, kutshinabu bikole, bela mbila ya bowa ne: Mukishi!",
27,Diakamue Yezu kubambila ne: Kanutshinyi. Meme! Koleshayi muoyi!,
28,"Nanku Petro kulomba Yezu ne: Mfumu, ne ngwewe, utume diyi, mvua kuudi, ngenda pa mayi.",
29,"Yezu kumubikila ne: Vuakunu! Petro kupatuka mu buatu, wenda pa mayi, mutangile kudi Yezu.",
30,"Kadi utangila lupepele, kumvuaye bowa, kutuadijaye kudiina mu mayi. Ke kuelaye diyi ne: Mfumu, unsungidile!",
31,"Diakamue Yezu kolola tshianza, kumukuata, wamba ne: Akia! Ditaba diebe ndikese be! Udi upampakana bua tshinyi?",
32,Bonsu babidi kubuela mu buatu. Lupepele kutuya.,
33,"Nanku balongi bavua mu buatu kutuila Yezu binu panshi, bamba ne: Udi Muana wa Mvidi Mukulu bulelela!",
34,"Kusabukabu dijiba, kufikabu mu buloba bua Ngenesarete.",
35,Bena muaba awu kumanya ne: Yezu. Nanku kumanyishabu mu buloba bujima abu ne: wafiki! Ke bantu kufika ne babeedi bonsu kudiye.,
36,"Bavua bamusengelela bua bantu bamulenge nansha ku luzemba lua tshinkutu tshiende. Bonsu bavua balulenga, bavua bumvua bimpe.",
1,"Diba adi Baparushe ne balongeshi ba mikenji bafumina ku Yerushalayime, kufika kudi Yezu, bamukonka ne:",
2,— Balongi bebe badi babenga kulonda bibidilu bia bankambua bua tshinyi? Badi badia kabayi bowe mayi ku bianza bua tshinyi?,
3,"Yezu kubakonka pende ne: Kadi nuenu nudi nubenga kukumbaja tshidi Mvidi Mukulu musue, nulonda anu bibidilu bienu nkayabi bua tshinyi?",
4,"Bualu Mvidi Mukulu uvua muambe ne: “Nemeka tatuebe ne mamuebe.” Uvua muambe kabidi ne: “Udi wamba tatuende nansha mamuende bibi, basangane kumushipa anyi? Bamushipe!""",
5,"Kadi nuenu nudi nulongesha bantu ne: “Pikala muntu muambile tatuende nansha mamuende ne: ‘Bintu bimvua mua kubambuluisha nabi, ndi mbilambula Mvidi Mukulu’,",
6,"muntu awu kena ne tshilumbu tshia kuambuluisha kabidi tatuende to. ” Ke munudi nunyanga muaku wa Mvidi Mukulu, bua kukumbaja bibidilu bienu.",
7,"Nuenu bena mpala ibidi, Yeshaya kavua mushime, pavuaye unuamba ne:",
8,"“Bantu aba badi bannemeka amu ne miaku patupu, kadi muoyi wabu udi kule, kawena kundi.",
9,"Padibu bantendelela, kabena bapeta tshintu, bualu bidibu balongesha, bidi amu mikenji ya bantu.",
10,"Pashishe Yezu kubikila bantu, kubambila ne: Telejayi, numvue bindi ngamba: ",
11,"Tshidi tshibuela mukana mua muntu ki ntshidi tshimupisha mikiya to. Kadi amu tshidi tshipatukamu, ke tshidi tshimupisha mikiya.",
12,"Ke balongi kusemena kudi Yezu, bamukonka ne: Udi mumanye muvua Baparushe bafike munda pa kumvua muuvua wakula anyi?",
13,"Yezu kuandamuna ne: Mutshi onsu udi Tatu wanyi udi mu diulu kayi mukune, nebawujule ne miji yawu.",
14,"Balekelayi! Bampofu, badi balombola bampofu! Kadi padi mpofu ulombola mpofu nende mu njila, bonsu babidi nebadishinde mu tshiina.",
15,Petro kumulomba ne: Utumvuije tshiuvua muambe bua mikiya.,
16,Yezu kuamba ne: Munudi nuenu penu kanuyi mua kumvua mbishi?,
17,"Kanuena bamanye ne: bionsu bidi bibuela mukana mua muntu, bidi biya mu tshifu, pashishe bipatukamu, bibuela mu nkumba anyi?",
18,"Kadi malu adi mukana muamba, adi afuma mu muoyi. Ke adi apisha muntu mikiya.",
19,"Bualu mu muoyi wa muntu ke mudi mufume meji mabi, adi amusaka bua ashipe bantu, ende buendenda, enze malu a bundu, ibe, ashiminyinangane malu, anyangilangane lumu.",
20,"Ke malu adi abipisha muntu! Kadi padi muntu udia, bianza kabiyi biowa, kena upia mikiya to.",
21,"Pashishe Yezu umuka aku, kuyaye mu buloba bua Tire ne Sidone.",
22,"Ke mukaji wa bena Kenaane, uvua musombe mu buloba abu, kufika kudi Yezu, wela lubila lukole ne: Mfumu, Muana wa Davide, mfuilaku luse! Muananyi wa bakaji kena bimpe to! Mbamu-kengeshe kudi mukishi mubi.",
23,"Kadi Yezu nansha kumuandamuna. Balongi bende kusemena kudiye, bamulomba ne: Mumushe! Bualu udi wenda utulonda, wela amu mbila!",
24,Yezu kumuandamuna ne: Mbantume anu bua kuya kudi mikoku mijimine ya mu bena Izrayele.,
25,"Kadi mukaji awu kudiela panshi kumpala kuende, umuamba e: Mfumu, ungambuluishe!",
26,"Yezu kuandamuna ne: Ki mbimpe kunyenga bana biakudia, kubielela mbua.",
27,"Ke mukaji ne: Mulongeshi, udi wamba amu bimpe. Kadi nansha mbua idi idia bisunsukila bidi bipona panshi ku mesa a bamfumu bayi.",
28,"Ke Yezu kukema, wamba ne:  Kia! Mukaji, ditaba diebe ndinene! Biudi ujinga nebienzeke. Muanende kupanda anu diba adi.",
29,"Yezu umuka aku, kuyaye ku muelelu wa dijiba dia Ngalileya. Kubandaye ku mukuna, kusombamu.",
30,"Bantu ba bungi kufika kudiye ne batebuki, bampofu, bena tuneke, tumama, ne babeedi bakuabu ba bungi. Kubatekabu ku makasa a Yezu. Yezu kujikija masama abu.",
31,"Nanku bantu kukema patuabu bamona tumama tuakula, bena tuneke bumvua bimpe, batebuki benda, bampofu bamona. Kutumbishabu Mvidi Mukulu wa Izrayele.",
32,"Yezu kubikila balongi bende, kubambila ne: Ndi ngumvua luse bua bantu bonsu aba. Tudi nabu kukadi matuku asatu. Kabatshiena ne tshiakudia nansha tshikese to. Tshiena mua kubatangalaja, kabayi badia. Badi mua kupungila mu njila.",
33,"Balongi bende kumukonka ne: Kadi mu tshipela emu, kutudi mua kupeta biakudia bikumbane bua kudisha bantu bungi nenku nkuepi?",
34,"Yezu kubebeja ne: Nudi ne mampa bungi munyi? Bobu ne: Tudi ne mampa muanda mutekete, ne tushipa tukese.",
35,Ke Yezu kuambila bantu bua basombe panshi.,
36,"Pashishe kuangataye mampa muanda mutekete awu, kabidi ne tushipa. Kuelaye Mvidi Mukulu tuasakidila, kukosololaye mampa ne tushipa, kupesha balongi bende. Bobu kuabanyina bantu.",
37,Muntu yonsu kudia kuukuta. Balongi kusangisha bisaka muanda mutekete biwule tente ne bisunsukila.,
38,"Bavua badie bavua bantu balume binunu binayi, kabayi babale bungi bua bakaji ne bana.",
39,"Yezu mumane kupingaja bantu ku mabu, kubuelaye mu buatu, kuya mu buloba bua Magadane.",
1,Baparushe ne Basaduke kuya kudi Yezu bua kumuteta. Bavua bamulomba bua abaleje ne tshishima mudi bumfumu buende bufume kudi Mvidi Mukulu.,
2,"Kadi Yezu kubandamuna ne: Dilolu, nuenu bamona kulu kukunze, nudi nuamba ne: “Maloba nekuikale kulenga.”",
3,"Mu dinda, padi kulu kufikuluke, nudi nuamba kabidi ne: “Lelu mvula nealoke.” Nanku nudi bamanye mua kujingulula bidi bienzeka padi kulu kuandamuke. Kadi munudi kanuyi mua kujingulula bidi bienzeka matuku aa mbishi?",
4,"Bena lelu, nansha bobu bantu babi, badi kabayi bitaba Mvidi Mukulu, badi amu balomba tshishima. Kadi kabakubaleja tshishima tshikuabu to, amu tshia Yona. Yezu kubashiya nanku, kuya.",
5,"Pavua balongi basabuka dishiya dia dijiba, bavua bapue muoyi bua kuangata mampa.",
6,"Yezu kubambila ne: Dimukayi, kanuangatshi buanga bua mampa bua Baparushe ne Basaduke.",
7,"Balongi bumvua nanku, kuambilanganabu ne: Udi wamba nanku, bualu katuena bangate mampa.",
8,"Yezu kumanya tshiyuabu bambilangana, kubebejaye ne: Nudi nuamba ne: mbua patudi katuyi ne mampa, bua tshinyi? Nudi ne ditaba dikese!",
9,"Kanuena banji kujingulula malu anyi? Kanutshiena bavuluke mampa atanu, amvua mukosoluele bantu binunu bitanu, ne bisaka bia bisunsukila binuvua basangishe anyi?",
10,"Kanutshiena bavuluke mampa muanda mutekete, amvua mukosoluele bantu binunu binayi, ne bisaka bia bisunsukila binuvua basangishe anyi?",
11,Munudi kanuyi bumvue mbishi? Tshivua muakule bua mampa to! Dimukayi. Kanuangatshi buanga bua mampa bua Baparushe ne Basaduke.,
12,"Ke balongi kushisha kumvua ne: kavua mubambile bua badimuke ku buanga bua mampa, kadi amu ku dilongesha dia Baparushe ne Basaduke.",
13,Yezu kuya mu buloba buvua pabuipi ne tshimenga tshia Kezareya wa Filipe. Kukonkaye balongi bende ne: Bantu badi bamba ne: Muana wa muntu nnganyi?,
14,"Kumuandamunabu ne: Bamue badi bamba ne: udi Yowanane-Batiste, bakuabu ne: udi Eliya, badipu kabidi ne: udi Yirmeya, nansha muambi mukuabu.",
15,"Yezu kubakonka kabidi ne: Kadi nuenu, nudi nungamba ne: ndi nganyi?",
16,"Simone Petro kuandamuna ne: Wewe udi Kristu, Muana wa Mvidi Mukulu udi ne muoyi.",
17,Pashishe Yezu kumuambila ne:,
18,"Kadi meme ndi nkuambila patoke ne: wewe udi Petro, dibue. Nanku pa dibue edi nengasepu Tshisumbu tshia bantu banyi. Nansha lufu mene kaluakutshibutula to.",
19,"Nenkupe nsapi ya Bukalenga bua mu diulu: tshiwakandika pa buloba, nebatshikandike ne mu diulu; tshiwanyisha pa buloba, nebatshianyishe ne mu diulu.",
20,Pashishe Yezu kukandika balongi bende bua kabambidi muntu ne: Yezu udi Kristu.,
21,"Bituadijila ku tshikondu atshi, Yezu kubanga kumanyisha balongi bende patoke ne: — Ndi ne bua kuya mu Yerushalayime. Muine amu bakulu, batuangaji banene, ne balongeshi ba mikenji, nebankengeshe bikole. Nebanshipe, kadi dituku disatu nembike ku bafue.",
22,"Ke Petro kuya nende ku luseke, kutuadija kumutandisha, wamba ne: Mfumu, Mvidi Mukulu akuepule ku bualu ebu! Bualu bua nanku kabinuenzekedi!",
23,"Kadi Yezu kukudimuka, kuambila Petro ne: Umbuka kundi, uye kule, diabolu! Udi ukeba kundenduisha! Bualu meji audi wela ki nga kudi Mvidi Mukulu to, kadi nga kudi bantu.",
24,"Pashishe Yezu kuambila balongi bende ne: Pikala muntu musue kuenda nanyi mu njila, anji kudibenga, ambula wende mutshi mutshiamakane, andonde.",
25,"Bualu muntu udi musue kusungidila muoyi wende, neaujimije. Kadi wajimija muoyi wende bualu buanyi, neaupete.",
26,"Muntu udi upeta buloba bujima, kadi ujimija muoyi wende, nebimuambuluishe ku tshinyi? Kakuena tshidi muntu mua kufila bua kupeta tshiakabidi muoyi wende.",
27,"Bualu Muana wa muntu neafike, mu butumbi bua tatuende, pamue ne batumibue bende. Diba adi neafute muntu yonsu, bilondeshile malu avuaye muenze.",
