Verse Number,Verse Text,
2,"— Bukalenga bua mu diulu mbufuanangane ne mukalenga wa ditunga, uvua mulongoluele muanende wa balume didia dinene dia dibaka.",
3,Kutumaye bena mudimu bende bua kuvuluija bantu muvuaye mubabikile mu didia edi. Kadi bavuaye mubikile kubengabu.,
4,"Pashishe kutumaye bena mudimu bakuabu, ubambila ne: “Ambilayi bamvua mubikile ne: mpindiewu nkadi mumane kulongolola didia dianyi. Ndi mushipe ngombe milume, ne nyama mikuabu mimpe ya mafuta. Bionsu biakumbanyi! Vuayi mu didia dia dibaka!”",
5,"Kadi bavuaye mubikile kabavua bangata dibikila diende ne mushinga. Kuyabu ku midimu yabu, ewu ku budimi buende, munga ku mishinga yende.",
6,"Bakuabu kukuata bena mudimu, kubakengesha, kubashipa mene.",
7,"Mukalenga kufika munda bikole. Kutumaye tshiluilu tshiende, bua kushipa bashipianganyi aba, ne kuosha tshimenga tshiabu.",
8,"Pashishe kuambilaye bena mudimu bende ne: “Tukadi balongolole didia dia dibaka. Kadi bantu bamvua mubikile, kabatua badikumbanyine to.",
9,"Nenku nuye mu misesu minene ku biibi biatshimenga. Nubikile bonsu banuasangana, bua bafike mu didia.”",
10,"Bena mudimu abu kuya mu misesu minene, kusangisha bonsu bavuabu basangane, babi ne balenga. Nzubu wa didia dia dibaka kuwula bantu tente.",
11,Mukalenga kubuela bua kumona bavua ku mesa. Kumonayemu muntu uvua kayi ne tshilamba tshia dibaka.,
12,"Kumukonkaye ne: “Mulunda wanyi, muudi mubuele apa nunku, kuyi ne tshilamba tshia dibaka, mbishi?” Kadi muntu awu nansha kuandamuna kalu to.",
13,"Nenku mukalenga kuambila bena mudimu ne: “Musuikayi ku makasa ne ku bianza. Numuimanshe pambelu mu midima, bua aye kudidilapu, asumakajilapu menu.”",
14,"Bualu badibu babikile badi bavule, kadi badibu basungule badi bakese.",
15,"Diba adi Baparushe kubuela mu tshipangu, kushindika mua kukuata Yezu mu buteyi ku miaku yende.",
16,"Kutumabu balongi babu bakuabu, ne bamue ba bena Erode, bua kuambila Yezu ne: Mulongeshi, tudi bamanye ne: wewe udi wamba malu malelela. Udi ulongesha amu patoke tshidi Mvidi Mukulu musue bua muntu enze. Kuena utshina bidi bantu bela meji, bualu kuena ukakala muntu. Kuena utshina buneme bua muntu. ",
17,"Nanku anji kutuambila pebe muudi mumone: bilondeshile mikenji yetu, tudi mua kufuta tshitadi kudi mukalenga wa bakalenga muena Rome anyi katufutshi?",
18,"Kadi Yezu uvua mujingulule meji abu mabi. Kubambilaye ne: Nuenu bena mpala ibidi, nudi nunteya bua tshinyi?",
19,Ndejayi makuta anudi nuteta nawu tshitadi. Kumulejabu makuta.,
20,"Yezu kubakonka ne: Mpala ewu ne dina, bidibu bafunde apa, mbia nganyi?",
21,"Kuandamunabu ne: Bia mukalenga wa bakalenga. Ke Yezu kubambila ne: Nunku futayi mukalenga wa bakalenga bintu bidi bunutangila, kadi lambulayi Mvidi Mukulu pende bidi bimutangila.",
22,"Bamane kumvua muvua Yezu muandamune, kukemabu bikole. Kumushiyabu, kuya.",
23,"Dituku adi mene, Basaduke bakuabu kufika kudi Yezu. (Ke bantu badi bamba ne: bafue kabena babika). Kukonkabu Yezu ne:",
24,"— Mulongeshi, Moshe uvua muambe ne: “Muntu mufue, kayi mulele muana, muanabu angate mukaji mukamba, bua asanguile muanabu udi mufue.",
25,"Kuetu eku kuvua bana ba muntu muanda mutekete. Wa kumpala kusela mukaji. Kufuaye, kayi mulele nende muana. Nanku kushilaye muanabu mukaji awu.",
26,"Muanabu kabidi nansha kulela nende; pashishe muisatu, amu nanku, too ne ku wa muanda mutekete.",
27,"Bonsu aba bamane kufua, mukaji kubalonda.",
28,"Nanku dituku diabika bantu bafue, mukaji neikale wa nganyi ku bonsu aba muanda mutekete? Bualu buonsu buabu bavua anu babayende.",
29,Yezu kubandamuna ne: Nudi batupakane bikole! Bualu kanuena bajingulule tshidibu bafunde mu Mukanda wa tshijila. Kanuena nansha bamanye bukole budi Mvidi Mukulu nabu.,
30,"Bualu pabika bantu ku bafue, nebikale bafuanangane ne batumibue ba Mvidi Mukulu badi mu diulu, kabayi baselangana kabidi to.",
31,"Kadi bua dibika dia bafue, kanuena babale bivua Mvidi Mukulu munujadikile ne:",
32,"“Meme ndi Mvidi Mukulu wa Abrahame, Mvidi Mukulu wa Izake, ne Mvidi Mukulu wa Yakobe ”  Nanku Mvidi Mukulu udi Mvidi Mukulu wa bantu badi ne muoyi, ki ngwa bafue to.",
33,"Bantu bavule bavua bamuteleja, kukemabu bikole bua bivuaye mulongeshe.",
34,"Baparushe bumvue ne: Yezu mmushikije Basaduke, kudisangishabu pabu.",
35,"Umue wabu, mulongeshi wa mikenji, uvua musue kuteta Yezu. Kumukonkaye ne:",
36,"— Mulongeshi, mukenji udi munene, mupite mikuabu yonsu, mmukenji kaayi?",
37,"Yezu kumuandamuna ne: “Unange Maweja-Nangila Mvidi Mukulu webe ne muoyi webe mujima, ne bukole buebe buonsu, ne lungenyi luebe lujima.”",
38,"Awu ke mukenji mupite bunene, ne wa kumpala.",
39,"Mukenji muibidi, wa bunene bua momumue, udi nunku: “Unange mukuebe, bu muudi mudinange wewe.""",
40,"Mikenji yonsu ya Moshe, ne bionsu bidi bambi balongesha, bidi amu mu mikenji eyi ibidi.",
41,Baparushe bavua basangile kaba kamue. Yezu kubakonka ne:,
42,— Bua Kristu nudi nuela meji munyi? Udi wa ku ndelanganyi ya nganyi? Bobu kumuandamuna ne: Udi wa ku ndelanganyi ya Davide.,
43,"Yezu kubebeja ne: Kadi mmunyi muvua Davide, uvuabu balombola kudi Mueyelu wa tshijila, umubikila ne: “Mfumu?” Bualu Davide uvua wamba ne:",
44,"“Maweja-Nangila Mvidi Mukulu uvua wamba Mfumu wanyi ne: Somba ku dianyi dia balume, too ne pangateka bena lukuna bebe muinshi mua makasa ebe.”",
45,"Pikala Davide umubikila “Mfumu,” mudi Kristu mua kuikala wa ku ndelanganyi ya Davide mmunyi?",
46,"Muntu nansha umue kavua mua kuandamuna ku lukonku alu. Kutuadija ku dituku adi, muntu nansha umue kavua ukimina kabidi kumuebeja bualu.",
1,Ke Yezu kuambila bantu ne balongi bende pamue ne:,
2,— Balongeshi ba mikenji ne Baparushe badi ne bumfumu bua kumvuija bantu mikenji ya Moshe.,
3,"Nanku nudi ne bua kubatumikila, kukumbaja bionsu bidibu banulongesha. Kadi kanuidikiji mudibu benza to. Bualu kabena benza mudibu balongesha.",
4,"Badi basuika mabuki a bujitu, baambuisha bantu pa makaya abu. Kadi bobu kabena mua kualenga nansha ne munu bua kuambula.",
5,"Badi benza midimu yabu yonsu bua bantu babamone. mBafunde miaku ya tshijila pa mikaba minene, idibu basuika pa mpala nansha ku maboku. Binkutu biabu bidi ne nzemba minene kabidi.",
6,"Mu bibilu bia didia, mbasue kusomba miaba ya bantu baneme. Mu nzubu ya ditendelela ya bena Yuda, badi bajinga kusomba miaba mimpe kumpala kua bantu bakuabu.",
7,"Badi bananga bua bantu bahele muoyi ne kanemu, miaba idi bantu bakungila, kabidi bua bababikile ne: “Mulongeshi.”",
8,Kadi nuenu kabanubikidi ne: “Mulongeshi.” Bualu nudi bonsu bantu bamue. Mulongeshi wenu udi amu umue.,
9,"Pa buloba kanubikidi muntu ne: “Tatu.” Bualu Tatu wenu udi amu umue, wa mu diulu.",
10,"Kabanubikidi kabidi ne: “Muludiki,” bualu nudi ne muludiki amu umue, ke Kristu.",
11,"Udi munene kunudi, adienze muena mudimu wenu.",
12,"Wadibandisha, nebamupuekeshe; wadipuekesha, nebamubandishe.",
13,"— Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi! Nudi nupangisha bantu, bua kababuedi mu Bukalenga bua mu diulu. Nuenu mene kanuena numubuela. Kanuena nansha banyishe bua babuelemu kudi badi bakeba kubuela.",
14,"Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi! Nudi nutendelela mutantshi mule, bua bantu banumone bu bantu bimpe. Kadi nudi nunyenga bakaji bakamba bionsu bidibu nabi. Nanku nebanunyoke bikole bipite!",
15,"Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi! Nudi nutambakana pa buloba bujima, ne pa mayi manene, bua kupeta muntu udi mua kukudimuna mutshima wende. Kadi panudi bamane kumupeta, nudi numupisha tshibawu tshia kapia ka tshinyangu, tshipite tshienu misangu ibidi.",
16,"Nudi bena diakabi, bualu nudi basue kulombola bakuabu, kadi nudi bampofu! Nudi nuamba ne: “Muntu udi uditshipa, utela nzubu wa Mvidi Mukulu, mutshipu kawena umukuata. Kadi muntu udi uditshipa, utela tshiamu tshia mpawungi tshidi mu nzubu wa Mvidi Mukulu, mutshipu udi umukuata.”",
17,"Nudi bantu batshimbakane, bampofu! Tshidi ne mushinga mupite ntshinyi? Tshiamu tshia mpawungi, peshi nzubu wa Mvidi Mukulu, udi uvuija tshiamu tshia mpawungi etshi tshia tshijila?",
18,"Nudi nuamba kabidi ne: “Muntu udi uditshipa, utela tshilambuilu, mutshipu kawena umukuata. Kadi bu yeye uditshipa, utela mulambu udi pa tshilambuilu, mutshipu udi umukuata.”",
19,"Nudi bampofu! Tshidi ne mushinga mupite ntshinyi? Mulambu anyi, peshi tshilambuilu tshidi tshivuija mulambu awu wa tshijila?",
20,"Udi uditshipa, utela tshilambuilu, udi uditshipa, utela tshilambuilu ne bionsu bidipu.",
21,"Udi uditshipa, utela nzubu wa Mvidi Mukulu, udi uditshipa, utela nzubu wa Mvidi Mukulu, ne Mvidi Mukulu mene udi usombamu.",
22,"Udi uditshipa, utela diulu, udi uditshipa, utela nkuasa wa Mvidi Mukulu, ne Mvidi Mukulu mene udi usombapu.",
23,"Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi! Nudi nulambula Mvidi Mukulu tshia dikumi tshia biakudia bienu, nansha tshia luenyi, tshia tshidibi a luenyi, ne tshia tshikote. Kadi nudi nulengulula malu mapite bunene adi mikenji itulongesha, bu mudi kuenzela bantu bimpe, kufuilangana luse, ne kuitaba Mvidi Mukulu. Kadi ke malu anuvua ne bua kuenza, kanuyi nulengulula makuabu.",
24,"Nuenu nudi basue kulombola bakuabu, kadi nudi bampofu! Nudi nutata maluvu enu, numusha kishi. Kadi kamelu, nudi nukumina!",
25,"Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi! Nudi nusukula panyima pa dikopu ne pa dilonga. Kadi munda muabi mudi amu biakudia binuvua bibe, nansha bapete ku lukuka.",
26,"Wewe Parushe, udi mpofu! Usukule bangabanga munda mua dikopu. Nanku panyima padi, nepikale pimpe kabidi.",
27,"Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi! Nudi bafuanangane ne nkita milaba lupemba bimpe.  Idi imueneka mimpe ku mesu. Kadi munda muayi mudi muwule tente ne mifuba ya bantu bafue, kabidi ne bintu bibole bia mishindu yonsu.",
28,"Nuenu kabidi nudi numueneka bu bimpe kudi bantu, kadi munda muenu nudi amu bena mpala ibidi, ne bena malu mabi.",
29,"— Nuenu balongeshi ba mikenji ne Baparushe, nudi bena diakabi, bualu nudi bena mpala ibidi. Nudi nuibakila bambi nkita mimpe. Nudi nulengeja nkita ya bantu bavua bitaba Mvidi Mukulu.",
30,"Nudi nuamba ne: “Bu tuetu bikalepu pavua bankambua betu ne muoyi, katuvua mua kudisangisha nabu bua kushipa bambi nansha!”",
31,Nanku nudi nuitaba munudi ndelanganyi ya bavua bashipa bambi.,
32,"Ee, tungunukayi! Numane mudimu uvua bankambua benu babange!",
33,"Nudi nyoka, kabidi bana ba nyoka! Nudi nuela meji ne: nenupanduke ku kapia ka tshinyangu anyi?",
34,"Nanku telejayi: nennutumine bambi, bena meji, ne balongeshi ba bushuwa ba mikenji. Nenushipe bamue. Nenupopele bakuabu ba mitshi mitshiamakane. Nenutute banga mikaba mu nzubu yenu ya kutendelela. Nenubalondakaje ku tshimenga ne ku tshimenga.",
35,"Nanku nenupie tshibawu tshia bantu bonsu ba pa buloba, bavuabu bashipe kapayi bualu, bituadije ku Abele, muntu muimpe uvua muitabe Mvidi Mukulu, too ne ku Zekarya, muana wa Barakiya, unuvua bashipele pankatshi pa muaba wa tshijila ne tshilambuilu.",
36,"Ndi nnujadikila bulelela ne: nebanyoke bena lelu bibi, bua lufu lua bantu bonsu aba.",
37,"— Yerushalayime, Yerushalayime, wewe udi ushipa bambi, wasa badi Mvidi Mukulu ukutumina mabue, ubashipa! Misangu bungi munyi imvua mujinge kusangisha bantu bebe pandi, bu mudi nzolu usangisha tuana tuende mu mapuapua. Kadi kanuvua basue to!",
38,"Nanku, nzubu wa Mvidi Mukulu wenu awu neashale munda mutupu!",
39,"Ndi nnujadikila ne: kutuadija ku mpindiewu, kanuakummona kabidi, too ne panuela mbila ne: “Udi uvua mu dina dia Maweja-Nangila, Mvidi Mukulu amuele lupemba!",
1,"Yezu uvua upatuka mu nzubu wa Mvidi Mukulu. Pavuaye wenda uya, balongi bende kusemena kudiye bua kumuleja mushindu uvuabu bibake nzubu wa Mvidi Mukulu.",
2,Kadi Yezu kubandamuna ne: Nudi nukema bionsu ebi! Kadi ndi nnujadikila bulelela ne: ku nzubu ewu kakuakushala dibue diambata pa dikuabu to. Bionsu nebiupuke!,
3,"Yezu uvua musombe ku mukuna wa mitshi ya Olive. Ke balongi bende kusemena kudiye bobu nkayabu, bamukonka ne: Utuambile: malu awu neenzeke diba kaayi? Nebimanye bishi ne: ukadi pa kufika, kabidi ne: ndekelu wa buloba ukadi ukumbana?",
4,"Yezu kubandamuna ne: Nuadimukayi! Muntu kanushimi! 5Bualu bantu bavule nebafike, bangata dina dianyi, banuambila ne: “Meme ndi Kristu!” Nebashime bantu ba bungi.",
5,"Bualu bantu bavule nebafike, bangata dina dianyi, banuambila ne: “Meme ndi Kristu!” Nebashime bantu ba bungi.",
6,"Nenumvue mutoyi wa myita ya pabuipi, ne ngumu ya myita ya kule. Kadi kanutshinyi to. Ebi bionsu bidi ne bua kuenzeka; kadi ki nshikidilu wa buloba to!",
7,Tshisamba netshiluishe tshikuabu. Bukalenga nebuluishe bukuabu. Biyole bia nzala nebienzeke. Buloba nebuzakale miaba mishilangane.,
8,Malu onsu awu neikale bu makenga a kumpala adi akuata mukaji pa lulelu.,
9,"Nanku bantu nebanukuate, nebanufile bua banukengeshe. Nebanushipe. Bisamba bionsu nebinukine, bualu nudi nungitaba.",
10,"Tshikondu atshi bavule nebavile ditaba. Nebelelangane tshitungu, bakinangane.",
11,Bambi ba dishima ba bungi nebamueneke. Nebadinge bantu bavule.,
12,Bubi nebuvulangane. Nanku dinanga dia bantu ba bungi nedituye.,
13,"Kadi wananukila too ne ku ndekelu, nebamusungidile.",
14,"Lumu lua Disanka, nebalumanyishe mu buloba bujima, bua kujadikila bisamba bionsu ne: Mvidi Mukulu udi unubikila ku Bukalenga buende. Diba adi, nshikidilu wa buloba neafike.",
15,"— Nenumone tshidibu binyike ne: “Tshinyangu tshipite bubi”, tshivua muambi Danyele mutele.",
16,"Diba adi, badi mu Yudeya, baye kusokoma mu mikuna.",
17,"Wikala ku musonga wa nzubu, katuluki bua kuangata bidi mu nzubu.",
18,"Wikala mu madimi, kapinganyi kuende bua kuangata tshinkutu tshiende.",
19,"Matuku awu, nangananga bamamu badi ne mafu, ne badi bamusha bana, nebakenge!",
20,"Nutendelele Mvidi Mukulu, bua kanunyemi tshikondu tshibi, nansha dituku dia Dikisha!",
21,"Bualu tshikondu atshi, dikenga nedikale dikole, dipite makenga onsu avua menzeke ku ntuadijilu wa bukua bantu, too ne mpindiewu. Makenga a nanku kaakuenzeka kabidi to.",
22,"Bu Mvidi Mukulu kayi mukepeshe bungi bua matuku awu, muntu nansha umue kavua mua kupanda. Kadi mmuakepeshe, bualu bua bantu badiye musungule.",
23,"Nanku pikala muntu unuambila ne: “Tangila, Kristu udi apa,” nansha ne: “Udi kuaka,” kanumuitabi to.",
24,"Bualu baKristu ba dishima ne bambi ba dishima nebamueneke. Nebenze bishima binene, ne malu a dikema, bifuane mua kudinga bantu mene badi Mvidi Mukulu musungule, bu biobi mua kuenzeka.",
25,"Ke meme awu nnumanyisha malu aa, kaayi manji kuenzeka!",
26,Nanku pikalabu banuambila ne: “Nyewu mu tshipela!” kanuyi to. Nansha banuambila ne: “Udi musokome apa!” kanuitabi to.,
27,"Bu mudi muele wa mvula upenya, umuka kudi diba dipatukila, umueneka diakamue ne kudidi dibuelela, ke muafika Muana wa muntu nanku.",
28,"Padi tshitalu, ke padi nyunyi ya mikanku idisangisha.",
29,"— Pajika matuku a dikenga awu, diakamue diba kadiakumueneka kabidi, ngondu kakukenka, mitotu neituke mulu, makole a mulu neanyungakane.",
30,"Tshimanyinu tshia Muana wa muntu netshimueneke mulu. Bisamba bionsu bia pa buloba nebidile miadi. Nebimone Muana wa muntu utuluka mu mavuba, ne bukole bua bungi, kabidi ne butumbi buonsu.",
31,"Mpungi munene neadile. Muana wa muntu neafume batumibue bende ku ntengu inayi ya buloba. Nebasangishe badiye musungule, bafume ku ntengu ne ntengu ya buloba ayi.",
32,"— Nujingulule tshidi mutshi wa mfiku unuleja. Patshidi ntonga mitekete, matamba asasa, nudi bamanye ne: tshikondu tshia luya tshikadi pabuipi.",
33,"Momumue kabidi, panuamona bionsu abi, numanye ne: bualu bunene abu budi pabuipi, bukadi ku tshiibi.",
34,"Ndi nnujadikila bulelela ne: bantu ba tshikondu etshi kabakusa bonsu, bualu bujima abu kabuyi buanji kuenzeka.",
35,Diulu ne buloba nebijimine. Kadi miaku yanyi kashidi kayena ijimina to.,
36,"— Kadi dituku adi, nansha diba adi, muntu nansha umue kena mubimanye, nansha batumibue ba mu diulu, nansha Muana.  Anu Tatu nkayende ke udi mubimanye.",
37,"Muvuabi bienzeka mu matuku a Nowa, ke muikalabi kabidi dituku didi Muana wa muntu ufika.",
38,"Mvula mukole awu kayi muanji kuloka, bantu bavua badia, banua, baselangana, baselesha bana babu ba bakaji, too ne ku dituku divua Nowa mubuele mu buatu.",
39,"Bantu kabavua bajingulule bivua bienzeka. Kupapukilabu amu pasua mvula mukole mupite ubanga kuloka, ubabutula bonsu. Ke muafika Muana wa muntu.",
40,"Diba adi, pikala bantu babidi mu budimi, nebangate umue, bashiye mukuabu.",
41,"Pikala bakaji babidi bapela ntete ku dibue, nebangate umue, balekele mukuabu.",
42,"Dimukayi, bualu kanuena bamanye dituku diafika Mfumuenu.",
43,"Numanye bimpe ne: bu muena nzubu mudianze kumanya diba didi muivi mua kufika butuku, neashale mutabale. Kakumulekela upanda nzubu wende to.",
44,"Ke panudi ne bua kuikala bamane kudilongolola, bualu Muana wa muntu neafike diba dinudi kanuyi belele meji.",
45,"— Muena mudimu muimpe, wa meji, nnganyi? Ngewu udi mfumuende mupeshe mudimu wa kukuba bena mudimu bende, ne wa kubapesha biakudia diba dimpe.",
46,"Muena mudimu assu udi ne diakalenga, pikala mfumuende upingana ku nzubu kuende, umusangana wenza mudimu assu.",
47,Ndi nnujadikila bulelela ne: mfumuende neamupeshe bumfumu bua bintu biende bionsu.,
48,"Kadi pikala muena mudimu essu muntu mubi, neadiambile mundamunda ne: “Mfumuanyi nyessu ujingakana ku luendu.”",
49,"Nanku neatuadije kuluisha bena mudimu nende. Neadie, anue, pamue ne bakuatshiki ba maluvu.",
50,"Kadi mfumuende neafike dituku didi muena mudimu asvu kayi mumutekemene, ne diba didiye kayi mumanye.",
51,"Neanyoke muena mudimu assu bikole. Neamuteke muaba udibu banyoke bena mpala ibidi. Muaba awu neadile muadi, usumakaja menu.",
1,"— Nenku Bukalenga bua mu diulu nebufuanangane ne mishikankunde dikumi, ivua miangate miendu yayi, bua kuya kuakidila muntu uvua mubuele mu dibaka dituku adi.",
2,"Mishikankunde itanu isua mipote, mikuabu itanu ivua midimuke.",
3,"Mipote isua miangate miendu, kadi kayivua miangate mafuta makuabu.",
4,"Kadi midimuke isua miangate miendu, miangate ne milangi ya mafuta.",
5,"Pine apu musedianganyi kavua mufike lukasa to. Mishikankunde yonsu kubunga ne tulu, kulala.",
6,"Mundankulu, kuelabu lubila ne: “Musedianganyi ukadi ufika. Jukayi! Nuye kumuakidila.”",
7,"Nenku mishikankunde yonsu ayi kujuka ku tulu, kulongolola miendu yayi.",
8,"Mipote ayi kulomba ivua midimuke ne: “Tupeshayiku enu mafuta, bualu miendu yetu idi ikeba kujima.”",
9,"Midimuke kuandamuna ne: “Too! Bualu mafuta kaena mua kutukumbana nenu to. Nanku mbimpe nuye kudi bapanyishi, nuye kusumba enu.”",
10,"Nenku kuyayi bua kusumba mafuta. Kadi diba adi musedianganyi kufika. Mishikankunde isua mimane kudilongolola, kubuela nende mu nzubu wa dibaka. Kukangabu tshiibi tshia kumbelu.",
11,"Pashishe mishikankunde mikuabu kufika payi, ikokola ne: “Mfumu, mfumu, utunzuluile!”",
12,Kadi musedianganyi kuandamuna ne: “Ndi nnujadikila bulelela ne: tshiena munumanye to.”,
13,"Nenku ikalayi batabale, bualu kanuena bamanye nansha dituku, nansha diba.",
14,— Bidi bu muntu uvua ukeba kuya ku luendu. Kubikilaye bena mudimu bende. Kubashilaye bintu biende.,
15,"Uvua mushile umue nkanu ya mpawungi nkama itanu, mukuabu nkanu nkama ibidi, muisatu nkanu lukama, bilondeshile bukole buvua yonsu mua kukuata nabu mudimu. Pashishe kuyaye ku luendu.",
16,"Muena mudimu uvua mupete nkanu nkama itanu, diakamue kuya kuenduluka nayi. Kupetaye minga nkanu nkama itanu.",
17,"Uvua mupete nkanu nkama ibidi, kuenza kabidi momumue. Kupetaye minga nkama ibidi.",
18,"Kadi uvua mupete nkanu lukama, kuyaye kumbula tshiina mu buloba, kusokokamu nkanu ya mfumuende ayi.",
19,"Matuku mavule apita, mfumu wa bena mudimu aba kupingana, kubadika bintu ne bena mudimu bende.",
20,"Muena mudimu uvua mupete nkanu nkama itanu, kusemena kudi mfumu, kumuleja minga nkanu nkama itanu, wamba ne: “Mfumu, uvua munshile nkanu nkama itanu. Angataku minga nkama itanu eyi indi mupete.”",
21,"Mfumuende kumuandamuna ne: “Bimpe, muena mudimu wanyi muimpe, muitabi wa ku diyi dianyi. Uvua mukumbaje bimpe mudimu webe ne bintu bikese bindi mukushile. Nanku nenkushile bidi ne mushinga wa bungi. Buelaku mu tshibilu tshianyi, tusanke nebe.”",
22,"Pashishe uvua mupete nkanu nkama ibidi, kusemena kabidi, wamba ne: “Mfumu, uvua munshile nkanu nkama ibidi. Angataku minga nkama ibidi eyi indi mupete.”",
23,"Mfumuende kumuamba ne: “Bimpe, muena mudimu wanyi muimpe, muitabi wa ku diyi dianyi. Uvua mukumbaje bimpe mudimu webe ne bintu bikese bindi mukushile. Nanku nenkushile bidi ne mushinga wa bungi. Buelaku mu tshibilu tshianyi, tusanke nebe.”",
24,"Ku ndekelu muena mudimu uvua mupete nkanu lukama, kusemena kabidi, wamba ne: “Mfumu, mvua mukumanye muudi muntu wa malu makole. Udi unowa, paudi kuyi mukune; waka, paudi kuyi mumiamine ntete.",
25,"Mvua ne bowa. Nanku meme kuya kusokoka nkanu yebe mu buloba. Angataku bintu biebe, mbiebi!”",
26,"Mfumuende kuandamuna ne: “Muena mudimu mubi, wa lulengu! Uvua mumanye mundi nnowa, tshiyi mukune; ngaka, tshiyi mumiamine ntete.",
27,"“Nanku uvua ne bua kuteka nkanu yanyi mu nzubu wa bantu bavua mua kuenduluka nayi, bua mu dipingana dianyi ngapeta nkanu yanyi, ne mikuabu ya kasombela.",
28,Nenku munyengayi nkanu idiye nayi. Nuyifde kudi muntu udi ne nkanu nkama itanu.,
29,"Bualu muntu yonsu udi ne tshintu, nebamupeshe bikuabu, bua biende bivulangane bipite. Kadi udi kayi ne tshintu, nebamunyenge ne tshikese tshidiye natshi.",
30,"Muena mudimu wa tshianana ewu, musakilayi pambelu mu midima. Adidilemu miadi, atutakaje ne menu.”",
31,"— Dituku diafika Muana wa muntu, kabidi dialejaye butumbi buende buonsu, batumibue ba Mvidi Mukulu bonsu nebikale nende. Neaye kusomba mu nkuasa wende wa butumbi.",
32,"Bisamba bionsu bia pa buloba nebisangile kumpala kuende. Neabuluje bantu ne bakuabu, bu mudi mulami wa nyama wabuluja mikoku ne mbuji ya mpumbu.",
33,"Neateke mikoku ku diende dia balume, mbuji ya mpumbu ku diende dia bakaji.",
34,"Nenku mukalenga neambile bantu badi ku diende dia balume ne: “Vuayi, nuenu badi Tatu wanyi muele lupemba. Angatayi Bukalenga buvuabu banulongoluele, katshia bafuka bukua panu.",
35,"Bualu mvua ne nzala, nuenu kumpesha tshiakudia. Mvua ne nyota, nuenu kumpesha tshiakunua. Mvua muenyi, nuenu kumbueja mu nzubu muenu.",
36,"Mvua butaka, nuenu kumvuadika tshilamba. Mvua nsama, nuenu kunkumbula. Mvua mu lukanu, nuenu kuvua kunsamba.”",
37,"Bantu ba malu mimpe nebamukonke ne: “Mfumu, diba kaayi dimvua bakumone, wewe ne nzala, tuetu kukupesha tshiakudia, nansha ne nyota, tuetu kukupesha tshiakunua?",
38,"Diba kaayi dituvua bakumone wewe muikale muenyi, tuetu kukubueja mu nzubu, nansha wewe muikale butaka, tuetu kukuvuadika tshilamba?",
39,"Diba kaayi dituvua bakumone wewe usama, nansha mu lukanu, tuetu kuvua kukusamba?”",
40,"Mukalenga neabandamune ne: “Ndi nnujadikila bulelela ne: bilenga bionsu binuvua benzele umue wa ku bana betu bakese aba, ke meme unuvua babienzele.”",
41,"Pashishe mukalenga neambile bantu badi ku diende dia bakaji ne: “Umbukayi pandi, nuenu badi Mvidi Mukulu muele mulawu! Nuye mu kapia ka tshiendelele, kavuabu balongoluele diabolu ne batumibue bende!",
42,"Bualu mvua ne nzala, nuenu nansha kumpesha tshiakudia: Mvua ne nyota, nuenu nansha kumpesha tshiakunua.",
43,"Mvua muenyi, nuenu nansha kumbueja mu nzubu. Mvua butaka, nuenu nansha kumvuadika tshilamba. Mvua nsama, nansha mu lukanu, nuenu nansha kuvua kunkumbula.”",
44,"Bobu kabidi nebamukonke ne: “Mfumu, diba kaayi dituvua bakumone wewe ne nzala, ne nyota, kuyi ne nzubu, muikale butaka, usama, muikale mu lukanu, tuetu kubenga ku-kuambuluisha?”",
45,"Mukalenga neabandamune ne: “Ndi nnujadikila bulelela ne: bilenga bionsu binuvua kanuyi benzele umue wa ku bakese aba, ke meme mene unuvua babenge kubienzela.”",
46,"Bavua benza bibi aba, nebaye mu dinyoka dia tshiendelele. Bavua benza bimpe, nebaye mu muoyi wa kashidi.",
1,"Pasua Yezu mumane kulongesha malu onsu aa, kuambilaye balongi bende ne:",
2,"— Nudi bamanye ne: tshibilu tshia Dipita dia Maweja-Nangila netshikaleku, papita matuku abidi. Nebafile Muana wa muntu bua bamupopele pa mutshi mutshiamakane.",
3,"Diba adi bamfumu ba batuangaji ne bakulu ba bena Yuda kudisangisha mu lubanza lua mutuangaji munene, dina diende nKayifa.",
4,"Kupungabu diyi bua kukuatshisha Yezu mu budimu, kumushipesha.",
5,Bavua bamba ne: Katuena mua kumukuata matuku a tshibilu nansha. Bualu bantu badi mua kujula tshimvundu.,
6,"Yezu uvua mu nzubu mua Simone, muena nsudi, mu Betanya.",
7,"Mukaji kampande kufika kudiye ne mulangi wa albatre, muwule ne manananshi a mushinga mukole. Kuelaye Yezu manananshi aa mu mutu pavuaye ku mesa.",
8,"Balongi ba Yezu bamona nanku, kufikabu munda, bamba ne: — Kunyanga bintu nunku bua tshinyi?",
